Species,Peak Freq (Hz),Q1 Freq (Hz),Q3 Freq (Hz),IQR BW (Hz),Freq 5% (Hz),Freq 95% (Hz),BW 90% (Hz)
CLRA,2718.8,2671.9,2789.1,117.2,1875,4640.6,2765.6
CLRA,2789.1,2226.6,2929.7,703.1,1851.6,4898.4,3046.9
CLRA,1570.3,2296.9,2695.3,398.4,1570.3,3820.3,2250
CLRA,3046.9,2953.1,3609.4,656.2,1898.4,4429.7,2531.2
CLRA,3257.8,1968.8,3257.8,1289.1,1523.4,4359.4,2835.9
CLRA,2812.5,2484.4,3656.2,1171.9,1781.2,4804.7,3023.4
CLRA,2484.4,2484.4,3304.7,820.3,2437.5,4406.2,1968.8
CLRA,2531.2,2507.8,3023.4,515.6,1640.6,4195.3,2554.7
CLRA,3351.6,1828.1,3351.6,1523.4,1546.9,4734.4,3187.5
CLRA,3632.8,2789.1,3726.6,937.5,1593.8,4710.9,3117.2
CLRA,3328.1,2648.4,3515.6,867.2,1992.2,4617.2,2625
CLRA,3375,3351.6,4500,1148.4,2179.7,4828.1,2648.4
CLRA,2601.6,2625,3492.2,867.2,2296.9,4687.5,2390.6
CLRA,3750,2929.7,3820.3,890.6,2648.4,4921.9,2273.4
CLRA,3445.3,2414.1,3445.3,1031.2,1710.9,4781.2,3070.3
CLRA,2718.8,2648.4,3468.8,820.3,1851.6,3843.8,1992.2
CLRA,2484.4,2484.4,3093.8,609.4,2132.8,4734.4,2601.6
CLRA,3585.9,2648.4,3492.2,843.8,1898.4,3703.1,1804.7
CLRA,3750,2742.2,3421.9,679.7,2390.6,3890.6,1500
CLRA,1945.3,2015.6,3234.4,1218.8,1898.4,4031.2,2132.8
CLRA,2226.6,2226.6,2718.8,492.2,1804.7,3023.4,1218.8
CLRA,2906.2,2343.8,2906.2,562.5,1921.9,3796.9,1875
CLRA,2765.6,2484.4,2835.9,351.6,2226.6,3351.6,1125
CLRA,2718.8,2250,3117.2,867.2,1992.2,3679.7,1687.5
CLRA,2742.2,2554.7,3468.8,914.1,1781.2,4757.8,2976.6
CLRA,2882.8,2460.9,3515.6,1054.7,1781.2,4851.6,3070.3
CLRA,1664.1,1664.1,2507.8,843.8,1617.2,3304.7,1687.5
CLRA,1875,2343.8,3515.6,1171.9,1851.6,4429.7,2578.1
CLRA,1640.6,1828.1,3257.8,1429.7,1593.8,4546.9,2953.1
CLRA,2578.1,2062.5,3328.1,1265.6,1781.2,4687.5,2906.2
CLRA,3328.1,2625,3351.6,726.6,2414.1,4429.7,2015.6
CLRA,3023.4,2648.4,3070.3,421.9,1757.8,3890.6,2132.8
CLRA,1828.1,1851.6,3421.9,1570.3,1593.8,4781.2,3187.5
CLRA,3843.8,2695.3,3843.8,1148.4,1570.3,4101.6,2531.2
CLRA,3351.6,3281.2,3984.4,703.1,2015.6,4617.2,2601.6
CLRA,3304.7,3023.4,3492.2,468.8,1898.4,4218.8,2320.3
CLRA,2531.2,2484.4,2742.2,257.8,2085.9,2929.7,843.8
CLRA,3750,2953.1,3914.1,960.9,2507.8,4804.7,2296.9
CLRA,2273.4,2179.7,3187.5,1007.8,1710.9,4781.2,3070.3
CLRA,2718.8,2695.3,3468.8,773.4,2109.4,3843.8,1734.4
CLRA,2554.7,2531.2,2929.7,398.4,2132.8,4875,2742.2
CLRA,2742.2,2203.1,3023.4,820.3,1851.6,3726.6,1875
CLRA,3093.8,2953.1,3375,421.9,2484.4,3750,1265.6
CLRA,2132.8,2132.8,3046.9,914.1,1945.3,4007.8,2062.5
CLRA,2226.6,2226.6,2906.2,679.7,1851.6,3187.5,1335.9
CLRA,2859.4,2343.8,2859.4,515.6,1992.2,3000,1007.8
CLRA,2765.6,2625,2906.2,281.2,2109.4,3187.5,1078.1
CLRA,2179.7,2179.7,2882.8,703.1,1875,3703.1,1828.1
CLRA,2835.9,2648.4,2953.1,304.7,1945.3,4359.4,2414.1
CLRA,2835.9,2648.4,2882.8,234.4,1851.6,4757.8,2906.2
CLRA,1570.3,1593.8,2859.4,1265.6,1546.9,3937.5,2390.6
CLRA,3046.9,2648.4,3609.4,960.9,1875,4781.2,2906.2
CLRA,2859.4,1875,3257.8,1382.8,1593.8,4453.1,2859.4
CLRA,2718.8,2554.7,3328.1,773.4,1828.1,4664.1,2835.9
CLRA,3304.7,2507.8,3304.7,796.9,2320.3,4101.6,1781.2
CLRA,2765.6,2765.6,3117.2,351.6,2015.6,3960.9,1945.3
CLRA,1640.6,1757.8,3234.4,1476.6,1617.2,4875,3257.8
CLRA,2601.6,2625,3281.2,656.2,1875,4687.5,2812.5
CLRA,2648.4,2671.9,4101.6,1429.7,2132.8,4640.6,2507.8
CLRA,3164.1,2906.2,3562.5,656.2,1921.9,3914.1,1992.2
CLRA,2484.4,2484.4,2906.2,421.9,2320.3,3257.8,937.5
CLRA,3937.5,2882.8,3960.9,1078.1,2484.4,4921.9,2437.5
CLRA,3187.5,2203.1,3304.7,1101.6,1734.4,4710.9,2976.6
CLRA,2625,2601.6,3351.6,750,1992.2,3890.6,1898.4
CLRA,2554.7,2460.9,2976.6,515.6,2062.5,4687.5,2625
CLRA,2460.9,2343.8,3187.5,843.8,1921.9,3562.5,1640.6
CLRA,3328.1,3046.9,3562.5,515.6,2062.5,4148.4,2085.9
CLRA,2132.8,2132.8,2906.2,773.4,1945.3,3984.4,2039.1
CLRA,2718.8,2156.2,2742.2,585.9,1851.6,3023.4,1171.9
CLRA,2859.4,2226.6,2882.8,656.2,1804.7,3164.1,1359.4
CLRA,2789.1,2507.8,2835.9,328.1,2109.4,3375,1265.6
CLRA,2835.9,2203.1,2859.4,656.2,1921.9,3656.2,1734.4
CLRA,2718.8,2601.6,3000,398.4,1851.6,4031.2,2179.7
CLRA,2906.2,2414.1,3164.1,750,1875,4734.4,2859.4
CLRA,1546.9,1664.1,2882.8,1218.8,1546.9,4078.1,2531.2
CLRA,2929.7,2484.4,3351.6,867.2,1898.4,4617.2,2718.8
CLRA,3234.4,1875,3234.4,1359.4,1617.2,4406.2,2789.1
CLRA,2578.1,2484.4,3445.3,960.9,1757.8,4875,3117.2
CLRA,2460.9,2531.2,2976.6,445.3,2437.5,4218.8,1781.2
CLRA,3046.9,3046.9,3492.2,445.3,2367.2,4289.1,1921.9
CLRA,3585.9,1828.1,3585.9,1757.8,1523.4,4921.9,3398.4
CLRA,3375,2695.3,3351.6,656.2,2320.3,3773.4,1453.1
CLRA,4218.8,2882.8,4125,1242.2,2015.6,4289.1,2273.4
CLRA,2976.6,2882.8,3281.2,398.4,1875,3937.5,2062.5
CLRA,2765.6,2718.8,2976.6,257.8,2273.4,3492.2,1218.8
CLRA,4031.2,3351.6,4031.2,679.7,2132.8,4218.8,2085.9
CLRA,2648.4,2039.1,3445.3,1406.2,1710.9,4828.1,3117.2
CLRA,2601.6,2625,3632.8,1007.8,2156.2,4078.1,1921.9
CLRA,2671.9,2554.7,2835.9,281.2,2109.4,4406.2,2296.9
CLRA,3539.1,2437.5,3492.2,1054.7,2085.9,3703.1,1617.2
CLRA,3164.1,3070.3,3351.6,281.2,2367.2,4148.4,1781.2
CLRA,2085.9,2062.5,3000,937.5,1898.4,4031.2,2132.8
CLRA,2179.7,2179.7,2906.2,726.6,1851.6,3070.3,1218.8
CLRA,3070.3,2250,3046.9,796.9,1921.9,3210.9,1289.1
CLRA,2578.1,2578.1,2882.8,304.7,2109.4,3351.6,1242.2
CLRA,2835.9,2296.9,2859.4,562.5,1921.9,3656.2,1734.4
CLRA,2695.3,2695.3,3468.8,773.4,1828.1,4664.1,2835.9
CLRA,2859.4,2718.8,3070.3,351.6,1875,4898.4,3023.4
CLRA,1570.3,1593.8,3164.1,1570.3,1546.9,4218.8,2671.9
CLRA,3304.7,2695.3,3328.1,632.8,1875,4664.1,2789.1
CLRA,3257.8,2015.6,3398.4,1382.8,1617.2,4195.3,2578.1
CLRA,2882.8,2507.8,3492.2,984.4,1757.8,4875,3117.2
CLRA,3304.7,2601.6,3304.7,703.1,2367.2,4078.1,1710.9
CLRA,3562.5,3164.1,3562.5,398.4,1945.3,4476.6,2531.2
CLRA,1664.1,1664.1,3023.4,1359.4,1523.4,4125,2601.6
CLRA,3187.5,2531.2,3187.5,656.2,1687.5,3656.2,1968.8
CLRA,3000,2976.6,4195.3,1218.8,1968.8,4664.1,2695.3
CLRA,3210.9,3000,3890.6,890.6,1945.3,4804.7,2859.4
CLRA,2953.1,2695.3,2953.1,257.8,2273.4,3210.9,937.5
CLRA,2976.6,2953.1,4078.1,1125,2320.3,4289.1,1968.8
CLRA,2250,2156.2,3117.2,960.9,1734.4,4218.8,2484.4
CLRA,2882.8,2554.7,3609.4,1054.7,1945.3,4312.5,2367.2
CLRA,2578.1,2554.7,2718.8,164.1,2273.4,4640.6,2367.2
CLRA,1945.3,2085.9,3093.8,1007.8,1804.7,3937.5,2132.8
CLRA,2906.2,2929.7,3585.9,656.2,2789.1,4101.6,1312.5
CLRA,2156.2,2156.2,3117.2,960.9,1898.4,4031.2,2132.8
CLRA,2929.7,2203.1,2929.7,726.6,1851.6,3046.9,1195.3
CLRA,3023.4,2437.5,3023.4,585.9,1945.3,3210.9,1265.6
CLRA,2554.7,2507.8,2789.1,281.2,2085.9,3328.1,1242.2
CLRA,3117.2,2320.3,2976.6,656.2,1921.9,3632.8,1710.9
CLRA,3257.8,2507.8,3562.5,1054.7,1710.9,4734.4,3023.4
CLRA,3000,2273.4,3210.9,937.5,2015.6,4242.2,2226.6
CLRA,1640.6,1664.1,2976.6,1312.5,1570.3,4289.1,2718.8
CLRA,3023.4,2460.9,3281.2,820.3,1851.6,4828.1,2976.6
CLRA,3398.4,1828.1,3421.9,1593.8,1617.2,4429.7,2812.5
CLRA,4851.6,2085.9,3539.1,1453.1,1804.7,4875,3070.3
KIRA,2562.5,2067.2,2928.5,861.3,1571.9,4285.1,2713.2
KIRA,3100.8,3057.7,3897.5,839.8,2885.4,4048.2,1162.8
KIRA,2670.1,1916.5,2670.1,753.7,1701.1,2799.3,1098.2
KIRA,3316.1,2842.4,3337.6,495.3,2174.9,4026.7,1851.9
KIRA,3488.4,2562.5,3509.9,947.5,1873.4,4500.4,2627.1
KIRA,3251.5,3143.8,3553,409.1,2476.3,4263.6,1787.3
KIRA,2713.2,2067.2,2885.4,818.3,1593.5,3725.2,2131.8
KIRA,1765.7,1765.7,2605.5,839.8,1636.5,3445.3,1808.8
KIRA,1550.4,1571.9,2325.6,753.7,1528.9,3143.8,1615
KIRA,4694.2,2691.7,4694.2,2002.6,2347.1,4931.1,2584
KIRA,2756.2,2433.3,2777.8,344.5,2067.2,3639.1,1571.9
KIRA,3100.8,2777.8,3273,495.3,2239.5,4026.7,1787.3
KIRA,2993.1,2217.9,3466.8,1248.9,1722.7,4651.2,2928.5
KIRA,2562.5,2562.5,4392.8,1830.3,1701.1,4974.2,3273
KIRA,2928.5,2648.6,2950,301.5,2239.5,3273,1033.6
KIRA,2476.3,2454.8,2691.7,236.9,2024.1,4048.2,2024.1
KIRA,2476.3,2325.6,3337.6,1012.1,1873.4,4694.2,2820.8
KIRA,2885.4,2863.9,3876,1012.1,1722.7,4629.6,2907
KIRA,3122.3,3100.8,3402.2,301.5,2390.2,4112.8,1722.7
KIRA,3509.9,2777.8,3445.3,667.5,2433.3,3940.6,1507.3
KIRA,2820.8,2605.5,2928.5,323,1938,4091.3,2153.3
KIRA,2799.3,2627.1,3509.9,882.9,1830.3,4220.5,2390.2
KIRA,2239.5,2261,2885.4,624.5,2196.4,4586.6,2390.2
KIRA,2476.3,2390.2,2540.9,150.7,1981.1,3596,1615
KIRA,2088.7,2067.2,2842.4,775.2,1571.9,4500.4,2928.5
KIRA,3036.2,2971.6,3100.8,129.2,1959.5,4069.8,2110.3
KIRA,2454.8,2261,2756.2,495.3,1765.7,3983.6,2217.9
KIRA,3143.8,2691.7,3143.8,452.2,1571.9,3854.4,2282.5
KIRA,3380.7,2605.5,3553,947.5,2261,4392.8,2131.8
KIRA,2411.7,2411.7,3208.4,796.7,2368.7,4005.2,1636.5
KIRA,3014.6,2885.4,3036.2,150.7,1851.9,3660.6,1808.8
KIRA,2670.1,1787.3,2670.1,882.9,1615,3251.5,1636.5
KIRA,1636.5,1679.6,2454.8,775.2,1528.9,2863.9,1335.1
KIRA,4737.3,3036.2,4758.8,1722.7,2347.1,4888,2540.9
KIRA,2648.6,2433.3,2734.7,301.5,2239.5,3402.2,1162.8
KIRA,2713.2,2497.9,3122.3,624.5,1873.4,3854.4,1981.1
KIRA,3639.1,2756.2,4306.6,1550.4,1679.6,4478.9,2799.3
KIRA,1679.6,1701.1,4478.9,2777.8,1636.5,4866.5,3230
KIRA,2605.5,2067.2,2648.6,581.4,1851.9,4155.9,2304.1
KIRA,2497.9,2390.2,2584,193.8,1938,3983.6,2045.7
KIRA,2454.8,2390.2,2928.5,538.3,1851.9,4608.1,2756.2
KIRA,2820.8,2820.8,3316.1,495.3,2562.5,4349.7,1787.3
KIRA,3165.4,3122.3,3832.9,710.6,2411.7,4199,1787.3
KIRA,3036.2,2777.8,3402.2,624.5,2433.3,3574.5,1141.3
KIRA,2605.5,2584,3208.4,624.5,1873.4,4586.6,2713.2
KIRA,3100.8,2691.7,3811.4,1119.7,2174.9,4220.5,2045.7
KIRA,2261,2282.5,2820.8,538.3,2217.9,4586.6,2368.7
KIRA,2433.3,2411.7,2497.9,86.1,1894.9,2907,1012.1
KIRA,2540.9,2519.4,2971.6,452.2,2024.1,3122.3,1098.2
KIRA,3143.8,2993.1,3832.9,839.8,2540.9,4155.9,1615
KIRA,2476.3,2433.3,2562.5,129.2,2239.5,3230,990.5
KIRA,2971.6,2497.9,2971.6,473.7,1571.9,3660.6,2088.7
KIRA,2368.7,2454.8,3143.8,689.1,2304.1,4220.5,1916.5
KIRA,3294.6,2519.4,3919,1399.7,2433.3,4306.6,1873.4
KIRA,3251.5,2670.1,3230,559.9,1722.7,3509.9,1787.3
KIRA,1959.5,1894.9,2476.3,581.4,1571.9,3423.8,1851.9
KIRA,1636.5,1636.5,2497.9,861.3,1528.9,2928.5,1399.7
KIRA,2799.3,2820.8,4737.3,1916.5,1916.5,4952.6,3036.2
KIRA,2670.1,2519.4,2777.8,258.4,2282.5,3014.6,732.1
KIRA,3057.7,2562.5,3079.2,516.8,1916.5,3725.2,1808.8
KIRA,2885.4,2261,3488.4,1227.4,1722.7,4242,2519.4
KIRA,2584,2411.7,4478.9,2067.2,1593.5,4952.6,3359.2
KIRA,2497.9,2131.8,2820.8,689.1,1916.5,4629.6,2713.2
KIRA,2476.3,2433.3,2885.4,452.2,1851.9,4242,2390.2
KIRA,2476.3,2540.9,3079.2,538.3,2153.3,4457.4,2304.1
KIRA,2820.8,2799.3,3036.2,236.9,1981.1,4651.2,2670.1
KIRA,3122.3,3036.2,3660.6,624.5,2196.4,3919,1722.7
KIRA,3402.2,2670.1,3402.2,732.1,2196.4,3596,1399.7
KIRA,2670.1,2605.5,2863.9,258.4,1894.9,3423.8,1528.9
KIRA,2756.2,2584,3359.2,775.2,1765.7,4242,2476.3
KIRA,2239.5,2239.5,2454.8,215.3,2131.8,3639.1,1507.3
KIRA,2476.3,2347.1,2497.9,150.7,2217.9,2885.4,667.5
KIRA,2971.6,2584,2971.6,387.6,2002.6,3423.8,1421.2
KIRA,4048.2,2950,3897.5,947.5,2519.4,4134.4,1615
KIRA,2454.8,2433.3,2627.1,193.8,2368.7,3380.7,1012.1
KIRA,2756.2,2519.4,3273,753.7,2261,3617.6,1356.6
KIRA,2433.3,2411.7,2605.5,193.8,2304.1,4026.7,1722.7
KIRA,3100.8,2713.2,3832.9,1119.7,2304.1,4069.8,1765.7
KIRA,2799.3,2670.1,3273,602.9,1722.7,3596,1873.4
KIRA,1679.6,1701.1,2777.8,1076.7,1636.5,3617.6,1981.1
KIRA,2390.2,2110.3,2497.9,387.6,1658.1,2756.2,1098.2
KIRA,2885.4,2885.4,4737.3,1851.9,2648.6,4952.6,2304.1
KIRA,2540.9,2540.9,2799.3,258.4,2411.7,3165.4,753.7
KIRA,3122.3,2777.8,3143.8,366.1,2217.9,3553,1335.1
KIRA,2799.3,2713.2,3445.3,732.1,1615,4026.7,2411.7
KIRA,2691.7,2605.5,3208.4,602.9,1658.1,4931.1,3273
KIRA,2605.5,2261,2756.2,495.3,1916.5,4586.6,2670.1
KIRA,2842.4,2497.9,2950,452.2,1873.4,4478.9,2605.5
KIRA,2433.3,2433.3,2993.1,559.9,2045.7,4285.1,2239.5
KIRA,2863.9,2842.4,2950,107.7,2110.3,4586.6,2476.3
KIRA,3337.6,3122.3,3509.9,387.6,2196.4,4005.2,1808.8
KIRA,2713.2,2691.7,3402.2,710.6,2584,3531.4,947.5
KIRA,2627.1,2627.1,2971.6,344.5,1959.5,3466.8,1507.3
KIRA,4091.3,2820.8,4112.8,1292,2239.5,4242,2002.6
KIRA,2433.3,2325.6,2950,624.5,2067.2,4672.7,2605.5
KIRA,2454.8,2433.3,2497.9,64.6,2174.9,3143.8,969
KIRA,2885.4,2756.2,3036.2,279.9,1873.4,3273,1399.7
KIRA,3897.5,2971.6,3897.5,925.9,2648.6,4586.6,1938
KIRA,2454.8,2454.8,3057.7,602.9,2368.7,4134.4,1765.7
KIRA,3402.2,2799.3,3380.7,581.4,2519.4,3466.8,947.5
KIRA,2863.9,2648.6,3036.2,387.6,2368.7,3639.1,1270.5
KIRA,2670.1,2347.1,3251.5,904.4,1938,4565,2627.1
KIRA,2799.3,2734.7,3294.6,559.9,1701.1,4608.1,2907
KIRA,1722.7,1744.2,2497.9,753.7,1679.6,2907,1227.4
KIRA,2368.7,2110.3,2540.9,430.7,1571.9,2863.9,1292
KIRA,2842.4,2777.8,4543.5,1765.7,2282.5,4888,2605.5
KIRA,2562.5,2562.5,2777.8,215.3,2476.3,3079.2,602.9
KIRA,3100.8,2627.1,3100.8,473.7,1701.1,3337.6,1636.5
KIRA,2799.3,2627.1,3122.3,495.3,1701.1,4522,2820.8
KIRA,1701.1,2110.3,4500.4,2390.2,1658.1,4931.1,3273
KIRA,2562.5,2239.5,2713.2,473.7,1916.5,4780.4,2863.9
KIRA,2497.9,2454.8,2540.9,86.1,1938,3962.1,2024.1
KIRA,2433.3,2433.3,2734.7,301.5,2110.3,4371.2,2261
KIRA,2820.8,2627.1,3445.3,818.3,1593.5,4478.9,2885.4
KIRA,3251.5,3208.4,3746.8,538.3,3036.2,3983.6,947.5
KIRA,3337.6,2670.1,3337.6,667.5,2304.1,3617.6,1313.5
KIRA,2777.8,2713.2,2907,193.8,1959.5,3445.3,1485.8
KIRA,4177.4,2799.3,4112.8,1313.5,2540.9,4263.6,1722.7
KIRA,2304.1,2304.1,2842.4,538.3,2153.3,4069.8,1916.5
KIRA,2519.4,2476.3,2713.2,236.9,1873.4,3230,1356.6
KIRA,2907,2540.9,2993.1,452.2,1916.5,4199,2282.5
KIRA,3230,2885.4,3509.9,624.5,2497.9,4328.2,1830.3
KIRA,2454.8,2433.3,3057.7,624.5,2325.6,4177.4,1851.9
KIRA,2863.9,2734.7,3036.2,301.5,2562.5,3466.8,904.4
KIRA,2584,2605.5,3079.2,473.7,2304.1,3488.4,1184.3
KIRA,3337.6,2540.9,3466.8,925.9,2196.4,4242,2045.7
KIRA,3057.7,1894.9,3057.7,1162.8,1722.7,3854.4,2131.8
KIRA,1808.8,1744.2,2734.7,990.5,1615,3122.3,1507.3
KIRA,2433.3,2045.7,2519.4,473.7,1528.9,3079.2,1550.4
KIRA,4780.4,2842.4,4801.9,1959.5,1894.9,4952.6,3057.7
KIRA,2648.6,2605.5,2863.9,258.4,2454.8,3143.8,689.1
KIRA,2971.6,2627.1,3036.2,409.1,1765.7,3660.6,1894.9
KIRA,3596,2196.4,3574.5,1378.1,1550.4,4974.2,3423.8
KIRA,1636.5,1981.1,4392.8,2411.7,1593.5,4888,3294.6
KIRA,2756.2,2670.1,2885.4,215.3,2347.1,3143.8,796.7
KIRA,2476.3,2454.8,2820.8,366.1,1830.3,4091.3,2261
KIRA,2476.3,2454.8,2950,495.3,2282.5,4457.4,2174.9
KIRA,2863.9,2777.8,2907,129.2,2067.2,4112.8,2045.7
KIRA,3251.5,3230,3789.8,559.9,2971.6,4112.8,1141.3
KIRA,3337.6,2777.8,3359.2,581.4,2347.1,3531.4,1184.3
KIRA,2756.2,2670.1,3122.3,452.2,2024.1,4457.4,2433.3
KIRA,4801.9,2519.4,4801.9,2282.5,1701.1,4888,3186.9
KIRA,2261,2261,2670.1,409.1,2196.4,4586.6,2390.2
KIRA,2605.5,2476.3,2648.6,172.3,2347.1,3100.8,753.7
KIRA,2993.1,2605.5,2993.1,387.6,1550.4,3036.2,1485.8
KIRA,2885.4,2713.2,3208.4,495.3,2476.3,4177.4,1701.1
KIRA,2820.8,2476.3,2971.6,495.3,2261,4242,1981.1
KIRA,3359.2,2691.7,3316.1,624.5,2476.3,3380.7,904.4
KIRA,2605.5,2584,3036.2,452.2,2282.5,3251.5,969
KIRA,2885.4,2713.2,3639.1,925.9,2045.7,4758.8,2713.2
KIRA,3509.9,2627.1,3380.7,753.7,1679.6,3682.2,2002.6
KIRA,1658.1,1658.1,2304.1,646,1593.5,3251.5,1658.1
KIRA,2153.3,2110.3,2627.1,516.8,1593.5,2928.5,1335.1
KIRA,2928.5,2907,4608.1,1701.1,2045.7,4909.6,2863.9
KIRA,2713.2,2584,2777.8,193.8,2476.3,3273,796.7
KIRA,2928.5,2648.6,3100.8,452.2,1808.8,3682.2,1873.4
KIRA,2713.2,2476.3,3445.3,969,1615,4457.4,2842.4
KIRA,3273,2691.7,3359.2,667.5,2153.3,4909.6,2756.2
KIRA,2863.9,2282.5,3100.8,818.3,1959.5,4737.3,2777.8
KIRA,2454.8,2454.8,2820.8,366.1,2347.1,4005.2,1658.1
KIRA,2454.8,2454.8,3079.2,624.5,2347.1,4349.7,2002.6
KIRA,2777.8,2756.2,3165.4,409.1,2519.4,3832.9,1313.5
KIRA,3531.4,3316.1,3832.9,516.8,2950,4069.8,1119.7
KIRA,2691.7,2670.1,3402.2,732.1,2261,3531.4,1270.5
KIRA,2799.3,2562.5,2928.5,366.1,1873.4,4500.4,2627.1
KIRA,3165.4,2756.2,3208.4,452.2,2390.2,4026.7,1636.5
KIRA,2282.5,2261,3703.7,1442.7,2045.7,4823.4,2777.8
KIRA,2497.9,2454.8,2713.2,258.4,1615,3380.7,1765.7
KIRA,3014.6,2390.2,3014.6,624.5,1571.9,3143.8,1571.9
KIRA,3596,2863.9,3639.1,775.2,2497.9,3940.6,1442.7
KIRA,2433.3,2390.2,2734.7,344.5,1701.1,4112.8,2411.7
KIRA,2713.2,2605.5,2885.4,279.9,2454.8,3402.2,947.5
KIRA,2584,2540.9,2842.4,301.5,2325.6,3186.9,861.3
KIRA,3251.5,3057.7,4048.2,990.5,2411.7,4328.2,1916.5
KIRA,3294.6,1938,3316.1,1378.1,1679.6,4414.3,2734.7
KIRA,2002.6,1916.5,2734.7,818.3,1636.5,3316.1,1679.6
KIRA,2497.9,2153.3,2519.4,366.1,1593.5,2691.7,1098.2
KIRA,2842.4,2842.4,4500.4,1658.1,2562.5,4952.6,2390.2
KIRA,2820.8,2670.1,3057.7,387.6,2519.4,3380.7,861.3
KIRA,2993.1,2863.9,3014.6,150.7,1959.5,3574.5,1615
KIRA,2304.1,2239.5,3208.4,969,1787.3,3962.1,2174.9
KIRA,2519.4,2454.8,3186.9,732.1,1636.5,4909.6,3273
KIRA,2088.7,2217.9,3208.4,990.5,1894.9,4845,2950
KIRA,2627.1,2519.4,2799.3,279.9,2196.4,3832.9,1636.5
KIRA,2454.8,2454.8,3079.2,624.5,2390.2,4414.3,2024.1
KIRA,2863.9,2842.4,3380.7,538.3,2454.8,3811.4,1356.6
KIRA,3014.6,3014.6,3574.5,559.9,2433.3,4155.9,1722.7
KIRA,2691.7,2648.6,3316.1,667.5,2217.9,4112.8,1894.9
KIRA,2519.4,2454.8,3143.8,689.1,1873.4,3660.6,1787.3
KIRA,3186.9,2777.8,3186.9,409.1,2497.9,3445.3,947.5
KIRA,2325.6,2304.1,2885.4,581.4,1851.9,4522,2670.1
KIRA,2562.5,2476.3,2627.1,150.7,2368.7,3122.3,753.7
KIRA,2971.6,2497.9,3014.6,516.8,1873.4,4328.2,2454.8
KIRA,2993.1,2670.1,3337.6,667.5,2261,4199,1938
KIRA,2584,2433.3,2799.3,366.1,1894.9,4220.5,2325.6
KIRA,2627.1,2627.1,3014.6,387.6,2476.3,3423.8,947.5
KIRA,2584,2562.5,2863.9,301.5,2196.4,3509.9,1313.5
KIRA,3639.1,2820.8,3768.3,947.5,2261,4091.3,1830.3
KIRA,3294.6,2411.7,3337.6,925.9,1679.6,3660.6,1981.1
KIRA,2777.8,1851.9,2799.3,947.5,1722.7,3273,1550.4
KIRA,2605.5,2261,2648.6,387.6,1615,2907,1292
KIRA,2993.1,2863.9,4715.8,1851.9,2153.3,4952.6,2799.3
KIRA,2971.6,2670.1,3057.7,387.6,2454.8,4069.8,1615
KIRA,2734.7,2433.3,2993.1,559.9,1571.9,3488.4,1916.5
KIRA,2907,2648.6,3337.6,689.1,1765.7,4091.3,2325.6
KIRA,1679.6,2002.6,4629.6,2627.1,1658.1,4952.6,3294.6
KIRA,2304.1,2325.6,3143.8,818.3,2045.7,4845,2799.3
KIRA,2670.1,2605.5,2885.4,279.9,2325.6,3294.6,969
KIRA,2519.4,2519.4,3445.3,925.9,2433.3,4586.6,2153.3
KIRA,2907,2863.9,3014.6,150.7,2325.6,4134.4,1808.8
KIRA,3531.4,3036.2,3703.7,667.5,2261,4199,1938
KIRA,3294.6,2691.7,3316.1,624.5,2368.7,3531.4,1162.8
KIRA,1894.9,1894.9,3122.3,1227.4,1808.8,3789.8,1981.1
KIRA,3230,1916.5,3531.4,1615,1571.9,4199,2627.1
KIRA,2239.5,2239.5,3660.6,1421.2,2067.2,4651.2,2584
KIRA,2519.4,2411.7,2670.1,258.4,1808.8,3294.6,1485.8
KIRA,2670.1,2433.3,2863.9,430.7,2067.2,3294.6,1227.4
KIRA,2928.5,2885.4,3143.8,258.4,2282.5,3897.5,1615
KIRA,2562.5,2519.4,2971.6,452.2,1744.2,4414.3,2670.1
KIRA,2584,2584,2928.5,344.5,2411.7,3380.7,969
KIRA,2627.1,2605.5,2820.8,215.3,2390.2,3445.3,1055.1
KIRA,3014.6,2993.1,3682.2,689.1,2239.5,4349.7,2110.3
KIRA,3273,2562.5,3273,710.6,1658.1,3832.9,2174.9
KIRA,2734.7,1916.5,2777.8,861.3,1658.1,3337.6,1679.6
KIRA,2347.1,2325.6,2605.5,279.9,1679.6,2950,1270.5
KIRA,2971.6,2842.4,3143.8,301.5,2411.7,4866.5,2454.8
KIRA,2584,2627.1,3036.2,409.1,2282.5,3553,1270.5
KIRA,2282.5,2304.1,2820.8,516.8,1851.9,3639.1,1787.3
KIRA,3466.8,2648.6,3488.4,839.8,1679.6,4758.8,3079.2
KIRA,2605.5,2347.1,3811.4,1464.3,1636.5,4866.5,3230
KIRA,2454.8,2304.1,3122.3,818.3,2002.6,4823.4,2820.8
KIRA,2476.3,2454.8,2713.2,258.4,2347.1,3811.4,1464.3
KIRA,2519.4,2497.9,3057.7,559.9,2390.2,4478.9,2088.7
KIRA,2799.3,2734.7,3079.2,344.5,2540.9,4715.8,2174.9
KIRA,3186.9,3014.6,3639.1,624.5,2088.7,4005.2,1916.5
KIRA,3488.4,2627.1,3445.3,818.3,2390.2,3832.9,1442.7
KIRA,1873.4,1959.5,3100.8,1141.3,1808.8,3919,2110.3
KIRA,4026.7,2928.5,4026.7,1098.2,2433.3,4263.6,1830.3
KIRA,2217.9,2239.5,2863.9,624.5,2174.9,4371.2,2196.4
